,Headlines,date,,
3457,"Biden at 61 percent in a new poll, outdoing Trump as he undoes his agenda.",2021-02-04,,
3458,Biden calls for ‘common purpose’ at the National Prayer Breakfast.,2021-02-04,,
3459,"Analysis: Declaring democracy won’t be subverted, Biden demands Russia and Myanmar reverse course",2021-02-04,,
3460,Biden announces the end of U.S. support to Saudi war in Yemen and a tougher line on Russia and China.,2021-02-04,,
3461,"Analysis: Fights over Greene and Cheney are bad news for a weakened McCarthy, less of a problem for McConnell.",2021-02-04,,
3462,Will Gavin Newsom Be Recalled?,2021-02-04,,
3463,Federal officials file more charges in the Capitol riot investigation.,2021-02-04,,
3464,The House votes to strip Marjorie Taylor Greene of her committee assignments.,2021-02-04,,
3465,"Avalanche Kills Three Hikers in Alaska, Officials Say",2021-02-04,,
3466,The G.O.P. Walks a Tightrope,2021-02-04,,
3467,"Amid Sexual Misconduct Allegations, Another Alaska Attorney General Resigns",2021-02-04,,
3468,‘It’s Embarrassing’: Marjorie Taylor Greene Tests the Limits of Some Voters,2021-02-04,,
3469,Mexican Law Halts U.S. From Turning Back Some Migrant Families,2021-02-04,,
3470,Biden announces the end of U.S. support to Saudi war in Yemen and a tougher line on Russia and China.,2021-02-04,,
3471,"Analysis: Fights over Greene and Cheney are bad news for a weakened McCarthy, less of a problem for McConnell.",2021-02-04,,
3472,Will Gavin Newsom Be Recalled?,2021-02-04,,
3473,Federal officials file more charges in the Capitol riot investigation.,2021-02-04,,
3474,The House votes to strip Marjorie Taylor Greene of her committee assignments.,2021-02-04,,
3475,"Avalanche Kills Three Hikers in Alaska, Officials Say",2021-02-04,,
3476,The G.O.P. Walks a Tightrope,2021-02-04,,
3477,"Amid Sexual Misconduct Allegations, Another Alaska Attorney General Resigns",2021-02-04,,
3478,‘It’s Embarrassing’: Marjorie Taylor Greene Tests the Limits of Some Voters,2021-02-04,,
3479,Mexican Law Halts U.S. From Turning Back Some Migrant Families,2021-02-04,,
3480,Biden announces the end of U.S. support to Saudi war in Yemen and a tougher line on Russia and China.,2021-02-04,,
3481,"Analysis: Fights over Greene and Cheney are bad news for a weakened McCarthy, less of a problem for McConnell.",2021-02-04,,
3482,Will Gavin Newsom Be Recalled?,2021-02-04,,
3483,Federal officials file more charges in the Capitol riot investigation.,2021-02-04,,
3484,The House votes to strip Marjorie Taylor Greene of her committee assignments.,2021-02-04,,
3485,"Avalanche Kills Three Hikers in Alaska, Officials Say",2021-02-04,,
3486,The G.O.P. Walks a Tightrope,2021-02-04,,
3487,"Amid Sexual Misconduct Allegations, Another Alaska Attorney General Resigns",2021-02-04,,
3488,‘It’s Embarrassing’: Marjorie Taylor Greene Tests the Limits of Some Voters,2021-02-04,,
3489,Mexican Law Halts U.S. From Turning Back Some Migrant Families,2021-02-04,,
3354,"Biden Bars Trump From Receiving Intelligence Briefings, Citing ‘Erratic Behavior’",2021-02-05,,
3355,Biden Reverses Trump Terrorist Designation for Houthis in Yemen,2021-02-05,,
3356,"Exiled From Committees, Greene Says She Is ‘Freed’ to Push Republicans to the Right",2021-02-05,,
3357,Judge Says Florist Charged in Capitol Riot May Travel to Mexico,2021-02-05,,
3358,U.S. Will Examine Giving F.B.I. More Resources to Counter Domestic Extremism,2021-02-05,,
3359,Summer School Is a Hot Idea Right Now. Could It Work?,2021-02-05,,
3364,"Biden Bars Trump From Receiving Intelligence Briefings, Citing ‘Erratic Behavior’",2021-02-05,,
3365,Biden Reverses Trump Terrorist Designation for Houthis in Yemen,2021-02-05,,
3366,"Exiled From Committees, Greene Says She Is ‘Freed’ to Push Republicans to the Right",2021-02-05,,
3367,Judge Says Florist Charged in Capitol Riot May Travel to Mexico,2021-02-05,,
3368,U.S. Will Examine Giving F.B.I. More Resources to Counter Domestic Extremism,2021-02-05,,
3369,Summer School Is a Hot Idea Right Now. Could It Work?,2021-02-05,,
3370,Intruder Boards a Military Plane at Joint Base Andrews,2021-02-05,,
3371,Coronavirus Briefing: What Happened Today,2021-02-05,,
3372,144 Constitutional Lawyers Call Trump’s First Amendment Defense ‘Legally Frivolous’,2021-02-05,,
3373,"Biden will take the presidential plane for the first time, but it may not be the one that has delighted his predecessors.",2021-02-05,,
3374,‘The vice president votes in the affirmative’: Here’s how Kamala Harris broke her first Senate tie.,2021-02-05,,
3375,Ice Floe Rescues and Highway Crashes Cap a Bad Week of Winter Weather,2021-02-05,,
3376,Biden Won’t Restore Bar Association’s Role in Vetting Judges,2021-02-05,,
3377,"Margaret C. Snyder, the U.N.’s ‘First Feminist,’ Dies at 91",2021-02-05,,
3378,144 constitutional lawyers call Trump’s First Amendment defense ‘legally frivolous.’,2021-02-05,,
3379,"After Years in Government, Biden Has a New Perk: Air Force One",2021-02-05,,
3380,Muddled Intelligence Hampered Response to Capitol Riot,2021-02-05,,
3381,More than 200 officials from the Obama administration sign a letter urging Congress to go big on the stimulus.,2021-02-05,,
3382,New polling suggests most Americans back Biden’s policies.,2021-02-05,,
3383,Take a Visual Tour Through California as It Reopens,2021-02-05,,
3384,Biden says a weak jobs report proves the need for an immediate and large stimulus.,2021-02-05,,
3385,"House gives final approval to budget plan including Biden’s $1.9 trillion stimulus, over unified Republican opposition.",2021-02-05,,
3386,The House’s Unusual Move,2021-02-05,,
3387,Students Punished for ‘Vulgar’ Social Media Posts Are Fighting Back,2021-02-05,,
3388,How Does a City Host a Super Bowl in a Pandemic?,2021-02-05,,
3390,Muddled Intelligence Hampered Response to Capitol Riot,2021-02-05,,
3391,More than 200 officials from the Obama administration sign a letter urging Congress to go big on the stimulus.,2021-02-05,,
3392,New polling suggests most Americans back Biden’s policies.,2021-02-05,,
3393,Take a Visual Tour Through California as It Reopens,2021-02-05,,
3394,Biden says a weak jobs report proves the need for an immediate and large stimulus.,2021-02-05,,
3395,"House gives final approval to budget plan including Biden’s $1.9 trillion stimulus, over unified Republican opposition.",2021-02-05,,
3396,The House’s Unusual Move,2021-02-05,,
3397,Students Punished for ‘Vulgar’ Social Media Posts Are Fighting Back,2021-02-05,,
3398,How Does a City Host a Super Bowl in a Pandemic?,2021-02-05,,
3400,Muddled Intelligence Hampered Response to Capitol Riot,2021-02-05,,
3401,More than 200 officials from the Obama administration sign a letter urging Congress to go big on the stimulus.,2021-02-05,,
3402,New polling suggests most Americans back Biden’s policies.,2021-02-05,,
3403,Take a Visual Tour Through California as It Reopens,2021-02-05,,
3404,Biden says a weak jobs report proves the need for an immediate and large stimulus.,2021-02-05,,
3405,"House gives final approval to budget plan including Biden’s $1.9 trillion stimulus, over unified Republican opposition.",2021-02-05,,
3406,The House’s Unusual Move,2021-02-05,,
3407,Students Punished for ‘Vulgar’ Social Media Posts Are Fighting Back,2021-02-05,,
3408,How Does a City Host a Super Bowl in a Pandemic?,2021-02-05,,
3330,Strong Trump Supporters Picked to Head Michigan Republican Party,2021-02-06,,
3331,"4 Skiers Killed in Avalanche in Utah, Officials Say",2021-02-06,,
3332,Trump Lawyer Asks to Pause Impeachment Trial if It Runs Into Sabbath,2021-02-06,,
3333,Wyoming Republicans Censure Liz Cheney for Impeachment Vote,2021-02-06,,
3334,Anti-Vaccine Activists Emboldened in California,2021-02-06,,
3335,A Rotating Group of Intelligence Analysts Will Brief President Biden,2021-02-06,,
3336,"Frank Shankwitz, a Founder of Make-a-Wish, Is Dead at 77",2021-02-06,,
3337,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",2021-02-06,,
3338,"For Buttigieg, ‘Generational’ Transportation Change May Not Be Easy, Experts Say",2021-02-06,,
3339,Biden Wants Harris to Have a Major Role. What It Is Hasn’t Been Defined.,2021-02-06,,
3340,Strong Trump Supporters Picked to Head Michigan Republican Party,2021-02-06,,
3341,"4 Skiers Killed in Avalanche in Utah, Officials Say",2021-02-06,,
3342,Trump Lawyer Asks to Pause Impeachment Trial if It Runs Into Sabbath,2021-02-06,,
3343,Wyoming Republicans Censure Liz Cheney for Impeachment Vote,2021-02-06,,
3344,Anti-Vaccine Activists Emboldened in California,2021-02-06,,
3345,A Rotating Group of Intelligence Analysts Will Brief President Biden,2021-02-06,,
3346,"Frank Shankwitz, a Founder of Make-a-Wish, Is Dead at 77",2021-02-06,,
3347,"Pushing QAnon and Stolen Election Lies, Flynn Re-emerges",2021-02-06,,
3348,"For Buttigieg, ‘Generational’ Transportation Change May Not Be Easy, Experts Say",2021-02-06,,
3349,Biden Wants Harris to Have a Major Role. What It Is Hasn’t Been Defined.,2021-02-06,,
3350,Migrant Families Force Biden to Confront New Border Crisis,2021-02-06,,
3351,Immunization Expert Accuses C.D.C. and Deloitte of Stealing Her Idea,2021-02-06,,
3352,"Progressives Made a Splash. Can They Pass Bills, Too?",2021-02-06,,
3353,Supreme Court Partly Backs Religious Challenge to California Virus Restrictions,2021-02-06,,
3360,Migrant Families Force Biden to Confront New Border Crisis,2021-02-06,,
3361,Immunization Expert Accuses C.D.C. and Deloitte of Stealing Her Idea,2021-02-06,,
3362,"Progressives Made a Splash. Can They Pass Bills, Too?",2021-02-06,,
3363,Supreme Court Partly Backs Religious Challenge to California Virus Restrictions,2021-02-06,,
3293,Biden Administration Moves to Rejoin U.N. Human Rights Council,2021-02-07,,
3294,"Celebratory Cannon Salute at Baby Shower Ends in Death, Police Say",2021-02-07,,
3295,"Breaking With G.O.P., Top Conservative Lawyer Says Trump Can Stand Trial",2021-02-07,,
3296,Chicago Teachers Tentatively Agree to Return to Classrooms,2021-02-07,,
3297,"Democrats to Unveil Up to $3,600 Child Tax Credit as Part of Stimulus Bill",2021-02-07,,
3298,A Longtime Delaware Resident Commutes Home. A Few Things Have Changed.,2021-02-07,,
3299,Impeachment Case Aims to Marshal Outrage of Capitol Attack Against Trump,2021-02-07,,
3303,Biden Administration Moves to Rejoin U.N. Human Rights Council,2021-02-07,,
3304,"Celebratory Cannon Salute at Baby Shower Ends in Death, Police Say",2021-02-07,,
3305,"Breaking With G.O.P., Top Conservative Lawyer Says Trump Can Stand Trial",2021-02-07,,
3306,Chicago Teachers Tentatively Agree to Return to Classrooms,2021-02-07,,
3307,"Democrats to Unveil Up to $3,600 Child Tax Credit as Part of Stimulus Bill",2021-02-07,,
3308,A Longtime Delaware Resident Commutes Home. A Few Things Have Changed.,2021-02-07,,
3309,Impeachment Case Aims to Marshal Outrage of Capitol Attack Against Trump,2021-02-07,,
3310,Top U.S. health experts say vaccine supplies and vaccinations will increase by spring.,2021-02-07,,
3311,Chicago teachers reach a tentative deal with the city to reopen schools.,2021-02-07,,
3312,"Spurning Calls to Resign, Liz Cheney Says G.O.P. Must Move Past Trump",2021-02-07,,
3313,"A Century Ago, White Protestant Extremism Marched on Washington",2021-02-07,,
3314,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100",2021-02-07,,
3315,"Without a big aid bill like Biden’s, jobs will be slow to rebound, Yellen warns.",2021-02-07,,
3316,The Super Bowl brings fears of another coronavirus surge.,2021-02-07,,
3317,Lost: A Golden Flute on a Train. Found: Faith in Others.,2021-02-07,,
3318,District Attorney Charged in Sexual Assaults on Former Clients,2021-02-07,,
3319,Why Chuck Schumer Is Cozying Up to the A.O.C. Wing of His Party,2021-02-07,,
3320,Top U.S. health experts say vaccine supplies and vaccinations will increase by spring.,2021-02-07,,
3321,Chicago teachers reach a tentative deal with the city to reopen schools.,2021-02-07,,
3322,"Spurning Calls to Resign, Liz Cheney Says G.O.P. Must Move Past Trump",2021-02-07,,
3323,"A Century Ago, White Protestant Extremism Marched on Washington",2021-02-07,,
3324,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100",2021-02-07,,
3325,"Without a big aid bill like Biden’s, jobs will be slow to rebound, Yellen warns.",2021-02-07,,
3326,The Super Bowl brings fears of another coronavirus surge.,2021-02-07,,
3327,Lost: A Golden Flute on a Train. Found: Faith in Others.,2021-02-07,,
3328,District Attorney Charged in Sexual Assaults on Former Clients,2021-02-07,,
3329,Why Chuck Schumer Is Cozying Up to the A.O.C. Wing of His Party,2021-02-07,,
3215,‘Its Own Domestic Army’: How the G.O.P. Allied Itself With Militants,2021-02-08,,
3216,‘Dangerous Stuff’: Hackers Tried to Poison Water Supply of Florida Town,2021-02-08,,
3217,"Denying Incitement, Trump Impeachment Team Says He Cannot Be Tried",2021-02-08,,
3218,"Minimum Wage Hike Would Help Poverty but Cost Jobs, Budget Office Says",2021-02-08,,
3219,"Trump Isn’t the Only One on Trial. The Conservative Media Is, Too.",2021-02-08,,
3225,‘Its Own Domestic Army’: How the G.O.P. Allied Itself With Militants,2021-02-08,,
3226,‘Dangerous Stuff’: Hackers Tried to Poison Water Supply of Florida Town,2021-02-08,,
3227,"Denying Incitement, Trump Impeachment Team Says He Cannot Be Tried",2021-02-08,,
3228,"Minimum Wage Hike Would Help Poverty but Cost Jobs, Budget Office Says",2021-02-08,,
3229,"Trump Isn’t the Only One on Trial. The Conservative Media Is, Too.",2021-02-08,,
3230,Coronavirus Briefing: What Happened Today,2021-02-08,,
3231,"Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year.",2021-02-08,,
3232,First Up at Trump’s Impeachment: Can a Former President Stand Trial?,2021-02-08,,
3233,Impeachment Briefing: Trump’s Trial Starts Tomorrow,2021-02-08,,
3234,"Karen Lewis, Who Fought for Chicago’s Teachers, Dies at 67",2021-02-08,,
3235,"Using Connections to Trump, Dershowitz Became Force in Clemency Grants",2021-02-08,,
3236,Georgia Officials Review Trump Phone Call as Scrutiny Intensifies,2021-02-08,,
3237,A Utah School Made Black History Month Optional. Then It Reversed Itself.,2021-02-08,,
3238,Civil-Liberties Groups Ask Biden Justice Dept. to Drop Julian Assange Case,2021-02-08,,
3239,Here’s how Trump’s second impeachment trial will unfold in the Senate this week.,2021-02-08,,
3240,Coronavirus Briefing: What Happened Today,2021-02-08,,
3241,"Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year.",2021-02-08,,
3242,First Up at Trump’s Impeachment: Can a Former President Stand Trial?,2021-02-08,,
3243,Impeachment Briefing: Trump’s Trial Starts Tomorrow,2021-02-08,,
3244,"Karen Lewis, Who Fought for Chicago’s Teachers, Dies at 67",2021-02-08,,
3245,"Using Connections to Trump, Dershowitz Became Force in Clemency Grants",2021-02-08,,
3246,Georgia Officials Review Trump Phone Call as Scrutiny Intensifies,2021-02-08,,
3247,A Utah School Made Black History Month Optional. Then It Reversed Itself.,2021-02-08,,
3248,Civil-Liberties Groups Ask Biden Justice Dept. to Drop Julian Assange Case,2021-02-08,,
3249,Here’s how Trump’s second impeachment trial will unfold in the Senate this week.,2021-02-08,,
3250,Coronavirus Briefing: What Happened Today,2021-02-08,,
3251,"Democrats roll out a plan to send $1,400 stimulus payments to Americans earning up to $75,000 a year.",2021-02-08,,
3252,First Up at Trump’s Impeachment: Can a Former President Stand Trial?,2021-02-08,,
